Area Abbrv,Division,Department Name,Fund,Department,Acct Type,Account Name,CurrYrOrigSep,CurrYrOrigOct,CurrYrOrigNov,CurrYrOrigDec,CurrYrOrigJan,CurrYrOrigFeb,CurrYrOrigMar,CurrYrOrigApr,CurrYrOrigMay,CurrYrOrigJun,CurrYrOrigJul,CurrYrOrigAug,CurrYrAdjSep,CurrYrAdjOct,CurrYrAdjNov,CurrYrAdjDec,CurrYrAdjJan,CurrYrAdjFeb,CurrYrAdjMar,CurrYrAdjApr,CurrYrAdjMay,CurrYrAdjJun,CurrYrAdjJul,CurrYrAdjAug,CurrYrActualsSep,CurrYrActualsOct,CurrYrActualsNov,CurrYrActualsDec,CurrYrActualsJan,CurrYrActualsFeb,CurrYrActualsMar,CurrYrActualsApr,CurrYrActualsMay,CurrYrActualsJun,CurrYrActualsJul,CurrYrActualsAug,PrevYrActualsSep,PrevYrActualsOct,PrevYrActualsNov,PrevYrActualsDec,PrevYrActualsJan,PrevYrActualsFeb,PrevYrActualsMar,PrevYrActualsApr,PrevYrActualsMay,PrevYrActualsJun,PrevYrActualsJul,PrevYrActualsAug
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",History,F10 - Operating,0500101804 - History,7,74 - Pool-Monthly Chgs,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$225 ,$0 ,$0 ,$200 ,$225 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$225 ,($500),$0 ,$200 ,$225 ,$0 ,$8 ,$4 ,($1),$0 ,$59 ,$39 ,$0 ,$19 ,$7 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$223 ,$0 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Logistics,F10 - Operating,0500150005 - Logistics,6,61 - Pool Faculty,"$5,411 ","$5,537 ","$5,600 ","$5,264 ","$4,928 ","$4,928 ","$4,928 ","$4,928 ","$4,928 ","$4,928 ","$4,928 ","$4,922 ","$5,510 ","$5,650 ","$5,727 ","$5,377 ","$5,027 ","$5,045 ","$5,045 ","$5,045 ","$5,036 ","$5,155 ","$5,091 ","$5,017 ","$5,026 ","$5,026 ","$6,948 ","$6,948 ","$5,026 ","$5,810 ","$5,285 ","$4,760 ","$4,893 ",,,,"$5,178 ","$5,703 ","$6,228 ","$5,578 ","$4,928 ","$4,928 ","$5,243 ","$5,558 ","$7,658 ","$7,203 ","$6,853 ","$6,502 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Logistics,F10 - Operating,0500150005 - Logistics,6,62 - Pool-PT Faculty,"$4,186 ","$4,830 ","$4,669 ","$2,415 ",$140 ,"$3,780 ","$3,780 ","$4,060 ","$2,240 ","$2,618 ","$3,157 ","$1,925 ","$1,156 ","$1,706 ","$1,587 ",($153),$140 ,"$3,917 ","$3,917 ","$4,197 ","$2,309 ","$2,682 ","$3,317 ","$2,053 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,255 ","$2,353 ","$3,451 ","$1,725 ",,,,"$3,850 ","$3,850 ","$2,800 ","$1,400 ",$0 ,"$1,925 ","$1,645 ","$1,365 ","$1,365 ",$0 ,"$1,167 ","$2,333 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Logistics,F10 - Operating,0500150005 - Logistics,6,65 - Staff Benefits,$964 ,"$1,003 ","$1,008 ",$888 ,$768 ,$877 ,$877 ,$886 ,$831 ,$842 ,$859 ,$821 ,$981 ,"$1,022 ","$1,028 ",$905 ,$783 ,$897 ,$897 ,$906 ,$848 ,$863 ,$881 ,$843 ,$674 ,$817 ,$855 ,$870 ,$748 ,$868 ,$870 ,$907 ,$897 ,,,,$910 ,$940 ,$937 ,$851 ,$764 ,$822 ,$857 ,$883 ,$997 ,$888 ,$961 ,"$1,032 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Logistics,F10 - Operating,0500150005 - Logistics,6,66 - Pool-Other Employee Benefits,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$8 ,$8 ,$8 ,$8 ,$18 ,$19 ,$13 ,$15 ,$12 ,,,,$12 ,$10 ,$8 ,$8 ,$18 ,$20 ,$12 ,$11 ,$11 ,$8 ,$8 ,$8 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Logistics,F10 - Operating,0500150005 - Logistics,7,71 - Pool-Services,$0 ,$0 ,$0 ,$250 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$250 ,$0 ,$0 ,$0 ,($250),$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Logistics,F10 - Operating,0500150005 - Logistics,7,73 - Pool-Other Oper,$0 ,$0 ,$0 ,$0 ,$0 ,$50 ,$50 ,$50 ,$50 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$50 ,$50 ,$50 ,$50 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Logistics,F10 - Operating,0500150005 - Logistics,7,74 - Pool-Monthly Chgs,$0 ,$0 ,$0 ,$100 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$100 ,$0 ,$0 ,$0 ,$0 ,$100 ,$0 ,$0 ,$0 ,$250 ,$0 ,$0 ,$100 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$366 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Mgmt/Mrkting,F10 - Operating,0500150006 - Mgmt/Mrkting,6,61 - Pool Faculty,"$12,141 ","$13,653 ","$14,409 ","$10,377 ","$6,723 ","$6,765 ","$6,744 ","$6,870 ","$6,723 ","$6,345 ","$6,345 ","$6,349 ","$12,268 ","$13,804 ","$14,584 ","$10,528 ","$6,850 ","$6,892 ","$6,871 ","$6,997 ","$6,850 ","$6,472 ","$6,472 ","$6,475 ","$6,472 ","$6,472 ","$8,668 ","$8,668 ","$6,472 ","$6,472 ","$7,021 ","$7,570 ","$7,021 ",,,,"$6,345 ","$6,870 ","$7,395 ","$6,870 ","$6,345 ","$6,345 ","$7,185 ","$8,025 ","$8,025 ","$6,345 ","$6,345 ","$6,345 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Mgmt/Mrkting,F10 - Operating,0500150006 - Mgmt/Mrkting,6,62 - Pool-PT Faculty,"$6,552 ","$7,560 ","$7,308 ","$3,780 ",$315 ,"$8,505 ","$8,505 ","$9,135 ","$5,040 ","$1,428 ","$1,722 ","$1,050 ","$20,205 ","$21,105 ","$20,820 ","$17,825 ","$4,707 ","$9,374 ","$9,118 ","$9,732 ","$5,458 ","$1,812 ","$2,058 ","$1,194 ","$18,954 ","$19,973 ","$18,875 ","$17,878 ","$5,398 ","$8,157 ","$5,961 ","$3,765 ","$1,882 ",,,,"$15,350 ","$19,900 ","$17,100 ","$8,550 ","$2,100 ","$22,225 ","$20,545 ","$18,865 ","$18,865 ","$11,900 ","$9,800 ","$9,800 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Mgmt/Mrkting,F10 - Operating,0500150006 - Mgmt/Mrkting,6,65 - Staff Benefits,"$2,078 ","$2,343 ","$2,453 ","$1,722 ","$1,052 ","$1,304 ","$1,300 ","$1,339 ","$1,193 ","$1,026 ","$1,035 ","$1,016 ","$2,118 ","$2,388 ","$2,495 ","$1,754 ","$1,072 ","$1,350 ","$1,338 ","$1,377 ","$1,226 ","$1,058 ","$1,065 ","$1,035 ","$1,646 ","$1,941 ","$1,872 ","$1,859 ","$1,194 ","$1,289 ","$1,245 ","$1,212 ","$1,111 ",,,,"$1,724 ","$1,924 ","$1,816 ","$1,516 ","$1,256 ","$2,192 ","$2,033 ","$1,815 ","$1,813 ","$1,626 ","$1,576 ","$1,493 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Mgmt/Mrkting,F10 - Operating,0500150006 - Mgmt/Mrkting,6,66 - Pool-Other Employee Benefits,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$36 ,$31 ,$24 ,$26 ,$30 ,$30 ,$20 ,$16 ,$12 ,,,,$29 ,$28 ,$18 ,$12 ,$25 ,$67 ,$54 ,$46 ,$46 ,$40 ,$40 ,$30 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Mgmt/Mrkting,F10 - Operating,0500150006 - Mgmt/Mrkting,7,73 - Pool-Other Oper,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$75 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$75 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Mgmt/Mrkting,F10 - Operating,0500150006 - Mgmt/Mrkting,7,74 - Pool-Monthly Chgs,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$25 ,$25 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$25 ,$25 ,$0 ,$0 ,$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$1 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Poli Science,F10 - Operating,0500101805 - Poli Science,6,61 - Pool Faculty,"$56,823 ","$57,705 ","$58,146 ","$55,794 ","$56,844 ","$57,222 ","$57,033 ","$58,167 ","$56,844 ","$52,509 ","$52,509 ","$52,527 ","$58,173 ","$59,080 ","$59,521 ","$57,024 ","$58,409 ","$58,444 ","$58,255 ","$59,389 ","$57,997 ","$54,394 ","$54,378 ","$54,330 ","$57,064 ","$57,378 ","$60,672 ","$60,672 ","$67,731 ","$58,110 ","$59,208 ","$57,849 ","$55,976 ",,,,"$56,194 ","$59,402 ","$62,027 ","$57,619 ","$65,811 ","$55,311 ","$56,571 ","$57,831 ","$57,831 ","$64,411 ","$56,011 ","$56,011 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Poli Science,F10 - Operating,0500101805 - Poli Science,6,62 - Pool-PT Faculty,"$28,392 ","$32,760 ","$31,668 ","$16,380 ",$609 ,"$16,443 ","$16,443 ","$17,661 ","$9,744 ","$28,560 ","$34,440 ","$21,000 ","$21,383 ","$24,580 ","$23,782 ","$12,276 ",$801 ,"$18,366 ","$18,366 ","$19,584 ","$10,708 ","$29,200 ","$35,112 ","$21,416 ","$18,431 ","$18,744 ","$18,744 ","$18,431 ","$2,510 ","$22,587 ","$24,783 ","$26,979 ","$13,491 ",,,,"$22,300 ","$23,000 ","$23,000 ","$11,500 ","$4,200 ","$14,525 ","$15,365 ","$16,205 ","$16,205 ","$33,600 ","$14,000 ","$9,100 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Poli Science,F10 - Operating,0500101805 - Poli Science,6,65 - Staff Benefits,"$9,659 ","$9,927 ","$9,963 ","$9,140 ","$8,829 ","$9,363 ","$9,333 ","$9,546 ","$9,103 ","$8,996 ","$9,172 ","$8,772 ","$9,849 ","$10,118 ","$10,154 ","$9,316 ","$9,012 ","$9,556 ","$9,526 ","$9,739 ","$9,281 ","$9,202 ","$9,379 ","$8,960 ","$8,065 ","$10,132 ","$9,311 ","$9,576 ","$9,016 ","$9,460 ","$9,524 ","$9,553 ","$8,984 ",,,,"$9,532 ","$9,751 ","$9,896 ","$9,252 ","$9,369 ","$9,108 ","$9,292 ","$9,348 ","$9,407 ","$10,640 ","$9,284 ","$8,941 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Poli Science,F10 - Operating,0500101805 - Poli Science,6,66 - Pool-Other Employee Benefits,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$93 ,$91 ,$89 ,$87 ,$215 ,$146 ,$124 ,$128 ,$101 ,,,,$94 ,$86 ,$80 ,$77 ,$215 ,$133 ,$105 ,$107 ,$101 ,$130 ,$97 ,$87 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Poli Science,F10 - Operating,0500101805 - Poli Science,7,71 - Pool-Services,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$118,230 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Poli Science,F10 - Operating,0500101805 - Poli Science,7,73 - Pool-Other Oper,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$100 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$75 ,$100 ,$653 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$41 ,$326 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Poli Science,F10 - Operating,0500101805 - Poli Science,7,74 - Pool-Monthly Chgs,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$50 ,$0 ,$40 ,$0 ,$0 ,$50 ,$0 ,$0 ,$0 ,$0 ,$0 ,($75),$50 ,$0 ,$40 ,$0 ,$0 ,$50 ,$8 ,$0 ,$0 ,$0 ,$3 ,$7 ,$0 ,$63 ,$1 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Speech/Journalism,F10 - Operating,0500101201 - Speech/Journalism,6,61 - Pool Faculty,"$39,686 ","$40,442 ","$40,820 ","$38,804 ","$37,922 ","$38,048 ","$37,985 ","$38,363 ","$37,922 ","$36,321 ","$36,321 ","$36,327 ","$40,569 ","$41,317 ","$41,687 ","$39,602 ","$38,970 ","$38,931 ","$38,868 ","$39,294 ","$38,840 ","$37,465 ","$37,529 ","$37,318 ","$38,966 ","$39,279 ","$41,475 ","$41,475 ","$41,946 ","$41,109 ","$40,743 ","$40,377 ","$38,966 ",,,,"$38,772 ","$39,647 ","$42,272 ","$38,597 ","$40,872 ","$37,897 ","$39,437 ","$38,877 ","$38,877 ","$42,972 ","$37,372 ","$38,072 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Speech/Journalism,F10 - Operating,0500101201 - Speech/Journalism,6,62 - Pool-PT Faculty,"$21,840 ","$25,200 ","$24,360 ","$12,600 ",$903 ,"$24,381 ","$24,381 ","$26,187 ","$14,448 ","$22,134 ","$26,691 ","$16,275 ","$14,841 ","$17,172 ","$16,685 ","$8,584 ",$903 ,"$26,260 ","$26,174 ","$28,076 ","$15,490 ","$22,934 ","$27,331 ","$16,657 ","$16,705 ","$18,588 ","$19,686 ","$17,176 ","$2,510 ","$25,933 ","$25,750 ","$25,567 ","$10,589 ",,,,"$24,550 ","$25,775 ","$24,200 ","$12,100 ",$0 ,"$23,963 ","$23,648 ","$23,945 ","$22,945 ","$24,500 ","$15,750 ","$12,600 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Speech/Journalism,F10 - Operating,0500101201 - Speech/Journalism,6,65 - Staff Benefits,"$6,806 ","$7,024 ","$7,058 ","$6,393 ","$5,905 ","$6,629 ","$6,619 ","$6,732 ","$6,311 ","$6,294 ","$6,430 ","$6,119 ","$6,958 ","$7,182 ","$7,217 ","$6,527 ","$6,026 ","$6,783 ","$6,770 ","$6,887 ","$6,450 ","$6,442 ","$6,574 ","$6,244 ","$5,258 ","$6,580 ","$6,134 ","$6,206 ","$5,430 ","$6,588 ","$6,467 ","$6,359 ","$5,576 ",,,,"$6,328 ","$6,493 ","$6,543 ","$5,852 ","$5,510 ","$6,621 ","$6,557 ","$6,461 ","$6,367 ","$6,667 ","$6,016 ","$5,768 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Speech/Journalism,F10 - Operating,0500101201 - Speech/Journalism,6,66 - Pool-Other Employee Benefits,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$67 ,$62 ,$56 ,$54 ,$137 ,$136 ,$106 ,$101 ,$73 ,,,,$69 ,$67 ,$60 ,$53 ,$131 ,$133 ,$102 ,$97 ,$95 ,$98 ,$82 ,$61 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Speech/Journalism,F10 - Operating,0500101201 - Speech/Journalism,7,71 - Pool-Services,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,430 "
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Speech/Journalism,F10 - Operating,0500101201 - Speech/Journalism,7,73 - Pool-Other Oper,$0 ,$0 ,$0 ,$150 ,$0 ,$0 ,$100 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$150 ,$250 ,$0 ,$100 ,($234),$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$63 ,$196 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,"Div 3: Hist/Gov, Bus&Comm Stud",Speech/Journalism,F10 - Operating,0500101201 - Speech/Journalism,7,74 - Pool-Monthly Chgs,$0 ,$0 ,$0 ,$0 ,$25 ,$25 ,$25 ,$225 ,$25 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($225),$25 ,$25 ,$225 ,$25 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$58 ,$4 ,$0 ,$5 ,$1 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,"Div 4: PSvc, Health, Behv Sci",Crim Justice,F10 - Operating,0500102706 - Crim Justice,6,61 - Pool Faculty,"$6,376 ","$6,502 ","$6,565 ","$6,229 ","$6,271 ","$6,313 ","$6,292 ","$6,418 ","$6,271 ","$5,893 ","$5,893 ","$5,898 ","$7,045 ","$7,171 ","$7,234 ","$6,898 ","$7,036 ","$6,982 ","$6,961 ","$7,087 ","$7,036 ","$6,658 ","$6,562 ","$6,569 ","$6,020 ","$7,137 ","$6,579 ","$6,579 ","$8,775 ","$6,579 ","$6,579 ","$6,579 ","$6,579 ",,,,"$5,543 ","$5,543 ","$5,543 ","$5,543 ","$7,643 ","$5,543 ","$5,543 ","$5,543 ","$5,543 ","$7,643 ","$5,543 ","$5,543 "
VPI,"Div 4: PSvc, Health, Behv Sci",Crim Justice,F10 - Operating,0500102706 - Crim Justice,6,62 - Pool-PT Faculty,"$5,460 ","$6,300 ","$6,090 ","$3,150 ",$189 ,"$5,103 ","$5,103 ","$5,481 ","$3,024 ",$0 ,$0 ,$0 ,"$4,615 ","$5,287 ","$5,120 ","$2,643 ",$189 ,"$5,350 ","$5,350 ","$5,728 ","$3,147 ",$0 ,$48 ,$48 ,"$4,392 ","$4,392 ","$5,490 ","$5,490 ",$0 ,"$3,765 ","$3,765 ","$3,765 ","$1,882 ",,,,"$5,400 ","$5,400 ","$5,400 ","$2,700 ",$0 ,"$3,150 ","$4,410 ","$5,670 ","$5,670 ",$0 ,$0 ,$0 
VPI,"Div 4: PSvc, Health, Behv Sci",Crim Justice,F10 - Operating,0500102706 - Crim Justice,6,65 - Staff Benefits,"$1,152 ","$1,197 ","$1,200 ","$1,060 ",$978 ,"$1,132 ","$1,128 ","$1,159 ","$1,063 ",$913 ,$913 ,$914 ,"$1,263 ","$1,308 ","$1,311 ","$1,168 ","$1,085 ","$1,243 ","$1,239 ","$1,270 ","$1,174 ","$1,020 ","$1,018 ","$1,019 ",$931 ,"$1,230 ","$1,116 ","$1,146 ","$1,072 ","$1,072 ","$1,065 ","$1,067 ","$1,006 ",,,,"$1,102 ","$1,103 ","$1,103 ","$1,021 ","$1,052 ","$1,031 ","$1,079 ","$1,112 ","$1,110 ","$1,051 ",$934 ,$930 
VPI,"Div 4: PSvc, Health, Behv Sci",Crim Justice,F10 - Operating,0500102706 - Crim Justice,6,66 - Pool-Other Employee Benefits,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$17 ,$15 ,$9 ,$8 ,$26 ,$16 ,$16 ,$16 ,$12 ,,,,$17 ,$12 ,$8 ,$8 ,$24 ,$17 ,$17 ,$20 ,$20 ,$8 ,$8 ,$8 
VPI,"Div 4: PSvc, Health, Behv Sci",Crim Justice,F10 - Operating,0500102706 - Crim Justice,7,72 - Pool-Travel,$10 ,$0 ,$0 ,$0 ,$10 ,$0 ,$0 ,$0 ,$0 ,$10 ,$0 ,$0 ,$10 ,$0 ,$0 ,$0 ,$10 ,$0 ,$0 ,$0 ,$0 ,$10 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,"Div 4: PSvc, Health, Behv Sci",Crim Justice,F10 - Operating,0500102706 - Crim Justice,7,73 - Pool-Other Oper,$0 ,$0 ,$0 ,$0 ,$0 ,$25 ,$0 ,$0 ,$0 ,$0 ,$25 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$25 ,$0 ,$0 ,$0 ,$0 ,$25 ,$0 ,$0 ,$0 ,$0 ,$0 ,$28 ,$19 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,"Div 4: PSvc, Health, Behv Sci",Crim Justice,F10 - Operating,0500102706 - Crim Justice,7,74 - Pool-Monthly Chgs,$25 ,$0 ,$0 ,$0 ,$25 ,$0 ,$0 ,$0 ,$0 ,$50 ,$0 ,$0 ,$25 ,$0 ,$0 ,$0 ,$25 ,$0 ,$0 ,$0 ,$0 ,$50 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$1 ,$34 ,$1 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,"Div 4: PSvc, Health, Behv Sci","Dean 4: PSvc, Health, Behv Sci",F10 - Operating,"0500000017 - Dean 4: PSvc, Health, Behv Sci",6,63 - Pool-FT Admin/Supp,"$40,657 ","$40,657 ","$40,657 ","$40,657 ","$40,657 ","$40,657 ","$40,657 ","$40,657 ","$40,657 ","$40,657 ","$40,657 ","$40,659 ","$26,766 ","$26,267 ","$26,267 ","$26,267 ","$30,814 ","$32,887 ","$32,887 ","$32,887 ","$36,794 ","$41,165 ","$41,165 ","$41,160 ","$24,020 ","$23,521 ","$23,521 ","$23,521 ","$30,813 ","$34,370 ","$34,370 ","$34,370 ","$34,370 ",,,,"$33,603 ","$33,603 ","$33,603 ","$33,603 ","$33,603 ","$33,603 ","$33,603 ","$33,603 ","$33,603 ","$33,603 ","$29,698 ","$26,674 "
VPI,"Div 4: PSvc, Health, Behv Sci","Dean 4: PSvc, Health, Behv Sci",F10 - Operating,"0500000017 - Dean 4: PSvc, Health, Behv Sci",6,64 - Pool-PT Admin/Supp,"$2,781 ","$2,781 ","$2,781 ","$1,258 ","$2,781 ","$2,781 ","$2,152 ","$2,781 ","$2,781 ","$2,781 ","$2,781 ","$2,781 ","$2,818 ","$2,843 ","$2,831 ","$1,303 ","$2,810 ","$2,832 ","$2,215 ","$2,831 ","$2,831 ","$2,826 ","$2,820 ","$2,852 ","$1,552 ","$2,571 ","$2,153 ","$2,111 ","$1,470 ","$2,680 ","$3,411 ","$2,387 ","$2,618 ",,,,"$1,778 ","$2,106 ","$2,625 ","$1,848 ","$1,257 ","$2,293 ","$3,143 ","$2,114 ","$2,488 ","$2,421 ","$2,321 ","$4,511 "
VPI,"Div 4: PSvc, Health, Behv Sci","Dean 4: PSvc, Health, Behv Sci",F10 - Operating,"0500000017 - Dean 4: PSvc, Health, Behv Sci",6,65 - Staff Benefits,"$6,385 ","$6,385 ","$6,385 ","$6,340 ","$6,385 ","$6,385 ","$6,366 ","$6,385 ","$6,385 ","$6,385 ","$6,385 ","$6,386 ","$6,468 ","$6,469 ","$6,469 ","$6,423 ","$6,468 ","$6,469 ","$6,450 ","$6,469 ","$6,469 ","$6,468 ","$6,468 ","$6,490 ","$4,019 ","$4,719 ","$4,108 ","$4,214 ","$4,938 ","$5,496 ","$5,493 ","$5,781 ","$5,781 ",,,,"$5,768 ","$5,794 ","$5,817 ","$5,784 ","$5,737 ","$5,784 ","$5,872 ","$5,798 ","$5,802 ","$5,789 ","$5,104 ","$4,889 "
VPI,"Div 4: PSvc, Health, Behv Sci","Dean 4: PSvc, Health, Behv Sci",F10 - Operating,"0500000017 - Dean 4: PSvc, Health, Behv Sci",6,66 - Pool-Other Employee Benefits,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$408 ,$218 ,$213 ,$212 ,$212 ,$366 ,$404 ,$380 ,$353 ,$349 ,,,,$337 ,$338 ,$338 ,$337 ,$404 ,$386 ,$369 ,$346 ,$341 ,$341 ,$275 ,$245 
