Area Abbrv,Division,Department Name,Fund,Department,Acct Type,Account Name,CurrYrOrigSep,CurrYrOrigOct,CurrYrOrigNov,CurrYrOrigDec,CurrYrOrigJan,CurrYrOrigFeb,CurrYrOrigMar,CurrYrOrigApr,CurrYrOrigMay,CurrYrOrigJun,CurrYrOrigJul,CurrYrOrigAug,CurrYrOrigYrTotal,CurrYrAdjSep,CurrYrAdjOct,CurrYrAdjNov,CurrYrAdjDec,CurrYrAdjJan,CurrYrAdjFeb,CurrYrAdjMar,CurrYrAdjApr,CurrYrAdjMay,CurrYrAdjJun,CurrYrAdjJul,CurrYrAdjAug,CurrYrAdjYrTotal,CurrYrActualsSep,CurrYrActualsOct,CurrYrActualsNov,CurrYrActualsDec,CurrYrActualsJan,CurrYrActualsFeb,CurrYrActualsMar,CurrYrActualsApr,CurrYrActualsMay,CurrYrActualsJun,CurrYrActualsJul,CurrYrActualsAug,CurrYrActualsYrTotal,PrevYrActualsSep,PrevYrActualsOct,PrevYrActualsNov,PrevYrActualsDec,PrevYrActualsJan,PrevYrActualsFeb,PrevYrActualsMar,PrevYrActualsApr,PrevYrActualsMay,PrevYrActualsJun,PrevYrActualsJul,PrevYrActualsAug,PrevYrActualsYrTotal
VPI,Div 2: Sci Engr & Geosciences,Physics,F10 - Operating,0500102402 - Physics,7,74 - Pool-Monthly Chgs,0,0,3,0,0,0,10,0,0,0,0,0,13,0,0,3,0,0,0,10,0,20,0,0,0,33,3,2,1,0,5,8,0,8,6,6.666666666666668,7.2666666666666675,7.866666666666669,33,0,0,0,0,0,0,0,0,0,0,1778,0,1778
VPI,Div 3: Hist/Gov Bus&Comm Stud,Accounting,F10 - Operating,0500150001 - Accounting,6,61 - Pool Faculty,19241,19451,19556,18996,20074,20256,20165,20711,20074,18436,18436,18437,233833,19658,19908,20053,19366,20765,20682,20591,21185,20520,18978,18956,18868,239530,20836,20836,22172,19372,26143,22078,21577,21394,20426,21777.388888888887,21803.222222222223,21829.055555555555,194832,19353,20394,21186,19811,23300,12169,12869,13569,27017,21936,19836,20992,232433
VPI,Div 3: Hist/Gov Bus&Comm Stud,Accounting,F10 - Operating,0500150001 - Accounting,6,62 - Pool-PT Faculty,18018,20790,20097,10395,525,14175,14175,15225,8400,16660,20090,12250,170800,14844,17108,16569,8554,557,15016,15048,16075,8811,17364,20970,12780,163696,14954,16731,16866,15686,1046,28583,29193,29803,14974,25052.361111111113,26333.144444444446,27613.92777777778,167835,21000,21525,20650,10325,3256,20687,21387,22087,-3961,11900,6533,1411,156800
VPI,Div 3: Hist/Gov Bus&Comm Stud,Accounting,F10 - Operating,0500150001 - Accounting,6,65 - Staff Benefits,3523,3639,3634,3256,3127,3565,3551,3667,3363,3357,3460,3225,41367,3604,3725,3721,3325,3193,3647,3634,3751,3432,3438,3545,3303,42318,3261,4054,3770,3653,3456,4184,4149,4166,3700,4103.194444444444,4159.544444444444,4215.894444444444,34394,4182,4062,4178,3765,3803,3829,3921,3741,3736,3674,3401,3205,45497
VPI,Div 3: Hist/Gov Bus&Comm Stud,Accounting,F10 - Operating,0500150001 - Accounting,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,47,45,42,33,72,89,83,83,53,83.77777777777777,88.37777777777777,92.97777777777777,547,49,39,33,27,72,60,55,56,56,43,31,34,554
VPI,Div 3: Hist/Gov Bus&Comm Stud,Accounting,F10 - Operating,0500150001 - Accounting,7,71 - Pool-Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,597,0,0,0,0,0,0,0,0,355,157.77777777777777,181.44444444444446,205.1111111111111,355,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Accounting,F10 - Operating,0500150001 - Accounting,7,72 - Pool-Travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,-150,0,0,0,0,50,0,0,32,0,0,0,0,0,0,-1.7777777777777803,-2.8444444444444468,-3.911111111111113,32,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Accounting,F10 - Operating,0500150001 - Accounting,7,73 - Pool-Other Oper,100,100,100,1200,0,100,100,100,100,100,0,100,2100,100,100,-100,1080,-17,100,100,-153,100,250,0,552,2112,0,0,0,16,1200,0,14,101,394,349.25,380.76666666666665,412.2833333333333,1724,0,0,0,0,0,0,0,0,0,0,0,8,8
VPI,Div 3: Hist/Gov Bus&Comm Stud,Accounting,F10 - Operating,0500150001 - Accounting,7,74 - Pool-Monthly Chgs,28,28,28,28,28,28,78,30,30,180,30,30,546,28,28,28,28,28,28,78,-370,30,180,30,30,146,2,130,-123,0,31,12,29,28,4,14.05555555555555,14.35555555555555,14.655555555555548,113,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Business,F10 - Operating,0500102705 - Business,6,61 - Pool Faculty,13793,13919,13982,13646,14066,14150,14108,14360,14066,12843,12843,12840,164616,7919,8055,8118,7772,8181,8283,8241,8493,8190,12997,13093,13092,112434,6958,6958,6958,6958,6958,6958,6958,6958,6958,6958.0,6958.0,6958.0,62622,13593,13943,13943,13393,12843,14855,14680,13718,13718,15643,14243,12843,167412
VPI,Div 3: Hist/Gov Bus&Comm Stud,Business,F10 - Operating,0500102705 - Business,6,62 - Pool-PT Faculty,10920,12600,12180,6300,567,15309,15309,16443,9072,9996,12054,7350,128100,-1146,198,-138,-4842,-1629,17505,17505,18639,11268,9996,12054,7350,86760,0,0,0,0,0,14257,13307,12392,6196,13697.250000000002,15411.100000000004,17124.950000000004,46152,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Business,F10 - Operating,0500102705 - Business,6,65 - Staff Benefits,2465,2535,2533,2304,2197,2652,2646,2719,2452,2291,2352,2211,29357,2485,2556,2554,2324,2217,2673,2667,2740,2472,2311,2375,2232,29606,770,913,842,857,843,1401,1320,1247,1044,1326.1666666666665,1386.1333333333332,1446.1,9236,1807,1827,1827,1798,1765,1874,1875,1816,1814,1917,1839,1757,21916
VPI,Div 3: Hist/Gov Bus&Comm Stud,Business,F10 - Operating,0500102705 - Business,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,8,8,8,8,22,51,40,33,20,41.16666666666667,45.0,48.833333333333336,198,17,17,17,17,42,27,17,17,17,17,17,17,234
VPI,Div 3: Hist/Gov Bus&Comm Stud,Business,F10 - Operating,0500102705 - Business,7,71 - Pool-Services,0,0,250,0,0,0,0,250,0,0,0,0,500,0,0,250,120,0,0,0,-130,0,0,0,0,240,0,0,0,0,240,0,0,0,0,26.666666666666664,26.666666666666664,26.666666666666664,240,0,0,0,0,0,0,0,0,0,0,0,240,240
VPI,Div 3: Hist/Gov Bus&Comm Stud,Business,F10 - Operating,0500102705 - Business,7,72 - Pool-Travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0,0,0,748,0,0,0,0,0,0,0,0,758,336.88888888888897,387.4222222222223,437.9555555555556,758,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Business,F10 - Operating,0500102705 - Business,7,73 - Pool-Other Oper,0,0,0,250,0,0,0,0,250,0,0,0,500,0,0,0,250,17,0,0,-250,250,0,0,0,267,0,0,0,0,0,34,0,0,0,6.6111111111111125,7.177777777777779,7.744444444444445,34,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Business,F10 - Operating,0500102705 - Business,7,74 - Pool-Monthly Chgs,0,0,100,0,0,0,50,100,0,0,50,0,300,0,0,100,0,0,0,50,100,0,0,50,0,300,2,0,1,0,0,0,0,1,0,-0.13888888888888906,-0.25555555555555576,-0.37222222222222245,5,0,0,0,0,0,0,0,0,0,0,0,34,34
VPI,Div 3: Hist/Gov Bus&Comm Stud,Dean 3: Hist/Gov Bus&Comm,F10 - Operating,0500000157 - Dean 3: Hist/Gov Bus&Comm,6,63 - Pool-FT Admin/Supp,17223,15735,15735,15735,15735,15735,15735,15735,15735,15735,15735,15735,190308,11868,11860,13269,13269,15385,15826,15826,15826,15826,15826,15826,15830,176437,4659,8519,12379,12379,15456,16839,16839,16839,16839,20671.444444444445,22122.444444444445,23573.44444444445,120747,1488,0,0,0,0,0,0,0,0,0,4568,4568,10623
VPI,Div 3: Hist/Gov Bus&Comm Stud,Dean 3: Hist/Gov Bus&Comm,F10 - Operating,0500000157 - Dean 3: Hist/Gov Bus&Comm,6,64 - Pool-PT Admin/Supp,1439,1439,1079,1079,1439,1439,1439,1439,1439,1439,1439,1439,16548,1439,1439,1079,1079,1439,1439,1439,1439,1439,1439,1439,1439,16548,930,1017,1383,932,651,1350,1745,1047,1265,1361.0,1403.8666666666668,1446.7333333333333,10319,680,1349,1348,1235,676,1351,1716,1352,1231,1345,1375,2352,16008
VPI,Div 3: Hist/Gov Bus&Comm Stud,Dean 3: Hist/Gov Bus&Comm,F10 - Operating,0500000157 - Dean 3: Hist/Gov Bus&Comm,6,65 - Staff Benefits,2713,2482,2471,2471,2482,2482,2482,2482,2482,2482,2482,2482,29993,2728,2497,2486,2486,2497,2497,2497,2497,2497,2497,2497,2498,30174,699,1380,1765,1787,1982,2225,2191,2127,2175,2600.8055555555557,2758.0555555555557,2915.3055555555557,16332,21,41,41,38,21,41,52,41,38,41,841,870,2085
VPI,Div 3: Hist/Gov Bus&Comm Stud,Dean 3: Hist/Gov Bus&Comm,F10 - Operating,0500000157 - Dean 3: Hist/Gov Bus&Comm,6,66 - Pool-Other Employee Benefits,173,158,158,158,158,158,158,158,158,158,158,158,1911,173,158,158,158,158,158,158,158,158,158,158,158,1911,47,63,80,80,181,194,173,162,167,217.19444444444446,235.14444444444445,253.09444444444443,1146,0,0,0,0,1,3,3,3,2,3,48,46,109
VPI,Div 3: Hist/Gov Bus&Comm Stud,Dean 3: Hist/Gov Bus&Comm,F10 - Operating,0500000157 - Dean 3: Hist/Gov Bus&Comm,7,71 - Pool-Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,84,0,0,0,0,0,0,0,0,0,65,149
VPI,Div 3: Hist/Gov Bus&Comm Stud,Dean 3: Hist/Gov Bus&Comm,F10 - Operating,0500000157 - Dean 3: Hist/Gov Bus&Comm,7,72 - Pool-Travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,120,0,0,0,0,0,556,0,0,0,0,435,120,0,0,0,71.66666666666666,73.66666666666666,75.66666666666666,555,0,0,0,0,0,0,0,0,0,0,0,75,75
VPI,Div 3: Hist/Gov Bus&Comm Stud,Dean 3: Hist/Gov Bus&Comm,F10 - Operating,0500000157 - Dean 3: Hist/Gov Bus&Comm,7,73 - Pool-Other Oper,0,0,0,0,0,0,1000,150,0,1000,150,0,2300,0,49,0,0,0,0,880,150,0,1000,150,0,2229,0,280,0,0,652,230,0,14,289,211.77777777777777,221.57777777777775,231.37777777777777,1466,0,0,0,224,0,0,668,279,86,85,233,255,1830
VPI,Div 3: Hist/Gov Bus&Comm Stud,Dean 3: Hist/Gov Bus&Comm,F10 - Operating,0500000157 - Dean 3: Hist/Gov Bus&Comm,7,74 - Pool-Monthly Chgs,0,0,0,50,50,0,0,0,50,50,0,0,200,0,0,0,50,50,0,0,1030,50,50,0,500,1730,0,3,-2,85,71,51,71,205,69,144.27777777777777,160.8444444444445,177.41111111111115,552,0,0,0,0,0,0,0,0,0,0,0,112,112
VPI,Div 3: Hist/Gov Bus&Comm Stud,Dean 3: Hist/Gov Bus&Comm,F10 - Operating,0500000157 - Dean 3: Hist/Gov Bus&Comm,7,78 - Pool-Cap Equip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2371,2371
VPI,Div 3: Hist/Gov Bus&Comm Stud,Economics,F10 - Operating,0500101802 - Economics,6,61 - Pool Faculty,12758,12884,12947,12611,13031,13115,13073,13325,13031,11808,11808,11820,152211,13058,13184,13199,12863,13379,13431,13357,13577,13283,12188,12220,12170,155909,16733,12533,13631,13631,16925,12533,13082,13631,13082,12850.166666666666,12625.066666666666,12399.966666666667,125782,12159,12684,13209,12684,17549,15449,14469,13489,13489,15309,12509,11809,164808
VPI,Div 3: Hist/Gov Bus&Comm Stud,Economics,F10 - Operating,0500101802 - Economics,6,62 - Pool-PT Faculty,7644,8820,8526,4410,189,5103,5103,5481,3024,10710,12915,7875,79800,11866,13655,13214,6828,285,5542,5542,5920,3243,11510,13411,8019,99035,10509,11137,11137,10509,627,8784,8784,8784,4392,5132.722222222221,4500.088888888888,3867.4555555555544,74664,8500,9200,9200,4600,0,7875,7875,7875,7875,9100,7000,9100,88200
VPI,Div 3: Hist/Gov Bus&Comm Stud,Economics,F10 - Operating,0500101802 - Economics,6,65 - Staff Benefits,2207,2262,2263,2087,2025,2186,2179,2230,2110,2152,2218,2068,25987,2257,2313,2313,2130,2068,2238,2230,2280,2154,2217,2275,2114,26589,1815,1741,1732,1728,1440,1567,1604,1637,1565,1503.5833333333333,1474.7666666666667,1445.95,14827,1830,1881,1911,1720,1822,1964,1921,1499,1527,1718,1516,1607,20917
VPI,Div 3: Hist/Gov Bus&Comm Stud,Economics,F10 - Operating,0500101802 - Economics,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,30,26,23,23,51,36,34,34,25,34.58333333333333,35.233333333333334,35.88333333333333,282,20,18,17,17,50,35,32,32,32,30,28,35,346
VPI,Div 3: Hist/Gov Bus&Comm Stud,Economics,F10 - Operating,0500101802 - Economics,7,71 - Pool-Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,27650,27650
VPI,Div 3: Hist/Gov Bus&Comm Stud,Economics,F10 - Operating,0500101802 - Economics,7,72 - Pool-Travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,95,0,0,0,95,0,0,0,0,0,2.6388888888888875,1.0555555555555536,-0.5277777777777786,95,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Economics,F10 - Operating,0500101802 - Economics,7,73 - Pool-Other Oper,0,50,0,0,0,0,0,50,0,0,0,0,100,0,50,0,0,0,0,0,50,0,0,0,0,100,0,0,0,0,0,0,125,0,0,34.72222222222223,38.88888888888889,43.055555555555564,125,0,0,0,0,0,0,0,0,0,0,0,8,8
VPI,Div 3: Hist/Gov Bus&Comm Stud,Economics,F10 - Operating,0500101802 - Economics,7,74 - Pool-Monthly Chgs,0,0,0,0,0,0,25,0,0,25,0,0,50,0,0,0,0,0,0,25,0,0,25,0,0,50,4,15,-12,0,4,0,0,0,0,-1.8611111111111125,-2.4777777777777787,-3.094444444444446,11,0,0,0,0,0,0,0,0,0,0,25,34,59
VPI,Div 3: Hist/Gov Bus&Comm Stud,History,F10 - Operating,0500101804 - History,6,61 - Pool Faculty,79992,81252,81882,78522,80832,81462,81147,83037,80832,78639,78009,76544,962150,76377,77686,78340,74901,77420,77817,77494,79389,77225,80379,79637,78190,934855,73064,73482,74580,74580,79783,74972,74972,74972,72986,75265.72222222222,75354.62222222221,75443.52222222222,673392,79626,79976,79976,78126,78515,57128,57548,57968,108427,75926,76626,87571,917413
VPI,Div 3: Hist/Gov Bus&Comm Stud,History,F10 - Operating,0500101804 - History,6,62 - Pool-PT Faculty,32214,37170,35931,18585,1302,35154,35154,37758,20832,10710,12915,7875,285600,27809,31410,30466,16999,3786,38877,38800,41449,23823,11260,13353,8135,286167,27058,28313,29411,29411,6588,31789,31972,32155,16079,23789.833333333336,23375.0,22960.166666666668,232776,31650,35850,34800,17400,14445,53740,52655,52095,-30389,17500,10500,3755,294000
VPI,Div 3: Hist/Gov Bus&Comm Stud,History,F10 - Operating,0500101804 - History,6,65 - Staff Benefits,13365,13709,13770,12729,12568,13681,13632,14004,13154,12510,12479,12101,157702,13630,13974,14035,12966,12800,13943,13892,14265,13395,12751,12712,12304,160667,10232,12750,11652,12019,10818,11709,11639,11682,10914,11422.888888888887,11409.355555555554,11395.822222222221,103414,12970,13199,13172,12336,12315,12977,13047,12984,12938,12225,12207,12385,152756
VPI,Div 3: Hist/Gov Bus&Comm Stud,History,F10 - Operating,0500101804 - History,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,135,131,122,117,262,200,160,160,125,174.05555555555557,177.48888888888888,180.92222222222222,1412,153,154,143,119,286,208,168,167,166,129,122,125,1939
VPI,Div 3: Hist/Gov Bus&Comm Stud,History,F10 - Operating,0500101804 - History,7,71 - Pool-Services,0,0,0,0,0,400,0,0,0,0,0,0,400,0,0,0,0,0,400,0,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,284620,284620
VPI,Div 3: Hist/Gov Bus&Comm Stud,History,F10 - Operating,0500101804 - History,7,73 - Pool-Other Oper,0,0,0,600,200,200,400,200,400,500,0,500,3000,0,-49,0,600,200,200,400,434,400,500,0,500,3185,90,0,114,134,284,936,783,28,604,687.0,758.3333333333333,829.6666666666667,2974,0,0,0,556,155,179,213,0,0,-11,286,1082,2461
VPI,Div 3: Hist/Gov Bus&Comm Stud,History,F10 - Operating,0500101804 - History,7,74 - Pool-Monthly Chgs,0,0,0,0,0,0,225,0,0,200,225,0,650,0,0,0,0,0,0,225,-500,0,200,225,0,150,8,4,-1,0,59,39,0,19,7,21.833333333333336,23.200000000000003,24.566666666666666,135,0,0,0,0,0,0,0,0,0,0,223,0,223
VPI,Div 3: Hist/Gov Bus&Comm Stud,Logistics,F10 - Operating,0500150005 - Logistics,6,61 - Pool Faculty,5411,5537,5600,5264,4928,4928,4928,4928,4928,4928,4928,4922,61230,5510,5650,5727,5377,5027,5045,5045,5045,5036,5155,5091,5017,62725,5026,5026,6948,6948,5026,5810,5285,4760,4893,5041.833333333333,4945.266666666666,4848.7,49723,5178,5703,6228,5578,4928,4928,5243,5558,7658,7203,6853,6502,71555
VPI,Div 3: Hist/Gov Bus&Comm Stud,Logistics,F10 - Operating,0500150005 - Logistics,6,62 - Pool-PT Faculty,4186,4830,4669,2415,140,3780,3780,4060,2240,2618,3157,1925,37800,1156,1706,1587,-153,140,3917,3917,4197,2309,2682,3317,2053,26828,0,0,0,0,0,1255,2353,3451,1725,2910.5,3297.4000000000005,3684.3,8784,3850,3850,2800,1400,0,1925,1645,1365,1365,0,1167,2333,21700
VPI,Div 3: Hist/Gov Bus&Comm Stud,Logistics,F10 - Operating,0500150005 - Logistics,6,65 - Staff Benefits,964,1003,1008,888,768,877,877,886,831,842,859,821,10624,981,1022,1028,905,783,897,897,906,848,863,881,843,10854,674,817,855,870,748,868,870,907,897,933.1666666666667,953.0,972.8333333333334,7506,910,940,937,851,764,822,857,883,997,888,961,1032,10844
VPI,Div 3: Hist/Gov Bus&Comm Stud,Logistics,F10 - Operating,0500150005 - Logistics,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,8,8,8,8,18,19,13,15,12,16.944444444444443,17.91111111111111,18.87777777777778,110,12,10,8,8,18,20,12,11,11,8,8,8,136
VPI,Div 3: Hist/Gov Bus&Comm Stud,Logistics,F10 - Operating,0500150005 - Logistics,7,71 - Pool-Services,0,0,0,250,0,0,0,0,0,0,0,0,250,0,0,0,250,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Logistics,F10 - Operating,0500150005 - Logistics,7,73 - Pool-Other Oper,0,0,0,0,0,50,50,50,50,0,0,0,200,0,0,0,0,0,50,50,50,50,0,0,0,200,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Logistics,F10 - Operating,0500150005 - Logistics,7,74 - Pool-Monthly Chgs,0,0,0,100,0,0,0,0,0,0,100,0,200,0,0,0,100,0,0,0,250,0,0,100,0,450,0,0,0,0,0,0,0,366,0,132.1666666666667,150.46666666666673,168.7666666666667,366,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Mgmt/Mrkting,F10 - Operating,0500150006 - Mgmt/Mrkting,6,61 - Pool Faculty,12141,13653,14409,10377,6723,6765,6744,6870,6723,6345,6345,6349,103444,12268,13804,14584,10528,6850,6892,6871,6997,6850,6472,6472,6475,105063,6472,6472,8668,8668,6472,6472,7021,7570,7021,7204.0,7204.0,7204.0,64838,6345,6870,7395,6870,6345,6345,7185,8025,8025,6345,6345,6345,82444
VPI,Div 3: Hist/Gov Bus&Comm Stud,Mgmt/Mrkting,F10 - Operating,0500150006 - Mgmt/Mrkting,6,62 - Pool-PT Faculty,6552,7560,7308,3780,315,8505,8505,9135,5040,1428,1722,1050,60900,20205,21105,20820,17825,4707,9374,9118,9732,5458,1812,2058,1194,123408,18954,19973,18875,17878,5398,8157,5961,3765,1882,-1500.3055555555584,-4041.322222222225,-6582.338888888895,100843,15350,19900,17100,8550,2100,22225,20545,18865,18865,11900,9800,9800,175000
VPI,Div 3: Hist/Gov Bus&Comm Stud,Mgmt/Mrkting,F10 - Operating,0500150006 - Mgmt/Mrkting,6,65 - Staff Benefits,2078,2343,2453,1722,1052,1304,1300,1339,1193,1026,1035,1016,17861,2118,2388,2495,1754,1072,1350,1338,1377,1226,1058,1065,1035,18276,1646,1941,1872,1859,1194,1289,1245,1212,1111,972.8611111111111,870.3444444444444,767.8277777777776,13369,1724,1924,1816,1516,1256,2192,2033,1815,1813,1626,1576,1493,20783
VPI,Div 3: Hist/Gov Bus&Comm Stud,Mgmt/Mrkting,F10 - Operating,0500150006 - Mgmt/Mrkting,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,36,31,24,26,30,30,20,16,12,12.916666666666664,10.499999999999996,8.083333333333329,225,29,28,18,12,25,67,54,46,46,40,40,30,435
VPI,Div 3: Hist/Gov Bus&Comm Stud,Mgmt/Mrkting,F10 - Operating,0500150006 - Mgmt/Mrkting,7,73 - Pool-Other Oper,0,0,0,0,0,0,0,75,0,0,0,0,75,0,0,0,0,0,0,0,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Mgmt/Mrkting,F10 - Operating,0500150006 - Mgmt/Mrkting,7,74 - Pool-Monthly Chgs,0,0,0,0,0,0,0,25,25,0,0,0,50,0,0,0,0,0,0,0,25,25,0,0,0,50,1,0,0,0,0,1,0,0,0,-0.02777777777777779,-0.07777777777777783,-0.12777777777777788,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Poli Science,F10 - Operating,0500101805 - Poli Science,6,61 - Pool Faculty,56823,57705,58146,55794,56844,57222,57033,58167,56844,52509,52509,52527,672123,58173,59080,59521,57024,58409,58444,58255,59389,57997,54394,54378,54330,689394,57064,57378,60672,60672,67731,58110,59208,57849,55976,58704.24999999999,58563.76666666666,58423.283333333326,534661,56194,59402,62027,57619,65811,55311,56571,57831,57831,64411,56011,56011,705026
VPI,Div 3: Hist/Gov Bus&Comm Stud,Poli Science,F10 - Operating,0500101805 - Poli Science,6,62 - Pool-PT Faculty,28392,32760,31668,16380,609,16443,16443,17661,9744,28560,34440,21000,254100,21383,24580,23782,12276,801,18366,18366,19584,10708,29200,35112,21416,235574,18431,18744,18744,18431,2510,22587,24783,26979,13491,20064.916666666668,20417.9,20770.88333333333,164700,22300,23000,23000,11500,4200,14525,15365,16205,16205,33600,14000,9100,203000
VPI,Div 3: Hist/Gov Bus&Comm Stud,Poli Science,F10 - Operating,0500101805 - Poli Science,6,65 - Staff Benefits,9659,9927,9963,9140,8829,9363,9333,9546,9103,8996,9172,8772,111803,9849,10118,10154,9316,9012,9556,9526,9739,9281,9202,9379,8960,114092,8065,10132,9311,9576,9016,9460,9524,9553,8984,9478.63888888889,9516.122222222224,9553.605555555556,83621,9532,9751,9896,9252,9369,9108,9292,9348,9407,10640,9284,8941,113819
VPI,Div 3: Hist/Gov Bus&Comm Stud,Poli Science,F10 - Operating,0500101805 - Poli Science,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,93,91,89,87,215,146,124,128,101,142.0,146.53333333333333,151.06666666666666,1074,94,86,80,77,215,133,105,107,101,130,97,87,1311
VPI,Div 3: Hist/Gov Bus&Comm Stud,Poli Science,F10 - Operating,0500101805 - Poli Science,7,71 - Pool-Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,118230,118230
VPI,Div 3: Hist/Gov Bus&Comm Stud,Poli Science,F10 - Operating,0500101805 - Poli Science,7,73 - Pool-Other Oper,0,0,0,0,0,0,100,0,200,0,0,0,300,0,0,0,0,0,75,100,653,200,0,0,0,1028,0,0,0,0,0,41,326,0,0,98.5277777777778,110.07777777777781,121.62777777777782,367,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Poli Science,F10 - Operating,0500101805 - Poli Science,7,74 - Pool-Monthly Chgs,0,0,0,0,0,0,50,0,40,0,0,50,140,0,0,0,0,0,-75,50,0,40,0,0,50,65,8,0,0,0,3,7,0,63,1,23.111111111111114,25.911111111111115,28.711111111111116,81,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Div 3: Hist/Gov Bus&Comm Stud,Speech/Journalism,F10 - Operating,0500101201 - Speech/Journalism,6,61 - Pool Faculty,39686,40442,40820,38804,37922,38048,37985,38363,37922,36321,36321,36327,458961,40569,41317,41687,39602,38970,38931,38868,39294,38840,37465,37529,37318,470390,38966,39279,41475,41475,41946,41109,40743,40377,38966,40603.77777777778,40628.17777777778,40652.577777777784,364338,38772,39647,42272,38597,40872,37897,39437,38877,38877,42972,37372,38072,473659
VPI,Div 3: Hist/Gov Bus&Comm Stud,Speech/Journalism,F10 - Operating,0500101201 - Speech/Journalism,6,62 - Pool-PT Faculty,21840,25200,24360,12600,903,24381,24381,26187,14448,22134,26691,16275,239400,14841,17172,16685,8584,903,26260,26174,28076,15490,22934,27331,16657,221107,16705,18588,19686,17176,2510,25933,25750,25567,10589,19502.5,19791.800000000003,20081.100000000002,162504,24550,25775,24200,12100,0,23963,23648,23945,22945,24500,15750,12600,233975
